# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
Proposed Establishment Of The Cookhouse Ii Wind Energy Facility And Associated Infrastruct,Eastern Cape,Wind,140.0,Approved,2012-02-02,-32.70107,25.95937
Proposed Establishment Of The Cookhouse Ii Wind Energy Facility And Associated Infrastruct,Eastern Cape,Wind,0.0,Approved,2014-08-08,-32.70107,25.95937
Proposed Establishment Of The Cookhouse Ii Wind Energy Facility And Associated Infrastruct,Eastern Cape,Wind,0.0,Approved,2014-12-02,-32.70107,25.95937
Proposed Establishment Of The Cookhouse Ii Wind Energy Facility And Associated Infrastruct,Eastern Cape,Wind,0.0,Approved,2016-08-10,-32.70109,25.95993
The Establishment Of A Renewable Energy Generation Project (20.5 Mw Photovoltaic Vaalwater,Limpopo,Solar PV,20.5,Approved,2012-03-01,-24.34046,28.14903
Proposed establishment of the Exxaro photovoltaic plant on the farms Nelsonskop and Appelv,Limpopo,Solar PV,30.0,Approved,2019-12-19,-23.65122,27.61071
"The Proposed Development Of A Photovoltaic Power Plant And Power Line Near De Aar, Norther",Northern Cape,Solar PV,30.0,In process,2013-03-21,-30.72265,24.06765
"The Proposed Development Of A Photovoltaic Power Plant And Power Line Near De Aar, Norther",Northern Cape,Solar PV,0.0,Approved,2014-06-24,-30.72265,24.06765
"The Proposed Development Of A Photovoltaic Power Plant And Power Line Near De Aar, Norther",Northern Cape,Solar PV,0.0,Approved,2016-02-03,-30.72265,24.06765
"Construction of the 100MW Humanrus concentrated solar power plant, Northern Cape Province",Northern Cape,Solar - CSP,100.0,Approved,2012-08-06,-28.31076,23.36131
"Construction of the 100MW Humanrus concentrated solar power plant, Northern Cape Province",Northern Cape,Solar - CSP,0.0,Approved,2015-03-06,-28.3092,23.36134
"Construction of the 100MW Humanrus concentrated solar power plant, Northern Cape Province",Northern Cape,Solar - CSP,0.0,Approved,2015-11-11,-28.3092,23.36134
"Construction of the 100MW Humanrus concentrated solar power plant, Northern Cape Province",Northern Cape,Solar - CSP,0.0,Approved,2015-09-30,-28.3092,23.36134
"Construction of the 100MW Humanrus concentrated solar power plant, Northern Cape Province",Northern Cape,Solar - CSP,0.0,Approved,2018-06-07,-28.30364,23.3657
The Construction Of A 188.6 Mw Wind Energy Facility And Its Associated Infrastructure At N,Northern Cape,Wind,189.0,Approved,2012-10-29,-31.18537,25.06102
"Construction of a  Solar Photovoltaic Facility  near Prieska, within the Siyathemba Local ",Northern Cape,Solar PV,0.0,Approved,2012-09-06,-30.05171,22.44433
"Proposed construction of wind farms on Platsjambok and Mierdam Farm near Prieska, Northern",Northern Cape,Wind,40.0,Approved,2012-09-06,-30.09133,22.37458
"Proposed construction of wind farms on Platsjambok and Mierdam Farm near Prieska, Northern",Northern Cape,Solar PV,40.0,Approved,2012-09-06,-30.09133,22.37458
"Construction of a 40MW Solar Photovoltaic Facility on Mierdam Farm near Prieska, within th",Northern Cape,Solar PV,0.0,Approved,2015-06-19,-30.02896,22.34678
"Construction of a 40MW Solar Photovoltaic Facility on Mierdam Farm near Prieska, within th",Northern Cape,Solar PV,0.0,Approved,2017-09-22,-30.0243,22.32244
"Proposed establishment of a PV Solar facility (Plamtsjambok)  in Prieska, Siyathemba Local",Northern Cape,Solar PV,100.0,In process,2019-12-19,-30.04946,22.45236
Construction of a 75MW Solar Photovoltaic Facility on the eastern portion of the Platsjamb,Northern Cape,Solar PV,75.0,Approved,2012-09-06,-30.02527,22.47893
Construction of a 75MW Solar Photovoltaic Facility on the eastern portion of the Platsjamb,Northern Cape,Solar PV,0.0,Approved,2015-06-19,-30.02527,22.47893
Construction of a 75MW Solar Photovoltaic Facility on the eastern portion of the Platsjamb,Northern Cape,Solar PV,0.0,Approved,2017-09-22,-30.02527,22.47893
Construction of a 75MW Solar Photovoltaic Facility on the western portion of the Platsjamb,Northern Cape,Solar PV,75.0,Approved,2012-09-06,-30.02527,22.47893
Construction of a 75MW Solar Photovoltaic Facility on the western portion of the Platsjamb,Northern Cape,Solar PV,0.0,Approved,2015-06-19,-30.02527,22.47893
Construction of a 75MW Solar Photovoltaic Facility on the western portion of the Platsjamb,Northern Cape,Solar PV,0.0,Approved,2017-08-11,-30.02527,22.47893
Application For Amendment Of The Environmental Authorisations Issued On 29 October 2012 Fo,Northern Cape,Wind,50.0,Approved,2013-05-20,-30.48235,19.54834
Application For Amendment Of The Environmental Authorisations Issued On 29 October 2012 Fo,Northern Cape,Solar PV,100.0,Approved,2013-05-20,-30.4377,19.59539
Application For Amendment Of The Environmental Authorisations Issued On 29 October 2012 Fo,Northern Cape,Solar PV,0.0,Approved,2014-07-10,-30.4377,19.59539
"The Construction Of A 100mw Photovoltaic (Pv) Solar Farm Near Loeriesfontein, Northern Cap",Northern Cape,Solar PV,0.0,Approved,2015-10-27,-30.45602,19.57392
"The Construction Of A 100mw Photovoltaic (Pv) Solar Farm Near Loeriesfontein, Northern Cap",Northern Cape,Solar PV,0.0,Approved,2017-10-04,-30.45602,19.57392
Proposed Lorriesfontein Wind Energy fascility in Northern Cape Province,Northern Cape,Wind,138.0,Approved,2013-07-23,-30.43791,19.59752
Proposed Khobab Wind Energy fascility near Lorriesfontein in the Northern Cape Province,Northern Cape,Wind,0.0,Approved,2013-07-23,-30.48459,19.55105
The construction of the Khobab 140MW wind farm on the remainder of the farm sous no 226 ne,Northern Cape,Wind,140.0,Approved,2022-05-25,-30.46578,19.5704
"The construction of the Loeriesfontein 2 140MW wind energy facility near Loeriesfontein, N",Northern Cape,Wind,140.0,Approved,2022-06-21,-30.46578,19.5704
The Proposed Construction Of Photovoltaic Solar Panels On Portion 3 (Portion Of Portion 2),Gauteng,Solar PV,15.0,Approved,2012-12-13,-25.97744,27.4662
"Project Blue Wind Energy Facility Near Kleinsee Within The Nama Khoi Local Municipality, N",Northern Cape,Wind,20.0,Approved,2014-08-11,-29.61989,17.11538
"Project Blue Wind Energy Facility Near Kleinsee Within The Nama Khoi Local Municipality, N",Northern Cape,Wind,0.0,Approved,2019-12-19,-29.67883,17.06425
Project Blue Wind Energy Facility (Phase 2 and 3) Near Kleinsee Within The Nama Khoi Local,Northern Cape,Wind,74.0,In process,2013-06-27,-29.68121,17.06231
The Proposed Construction Of The 500mw Sato Photovoltaic Plant On The Farm Zuurwater Near ,Northern Cape,Solar PV,75.0,Approved,2012-08-27,-29.32169,18.74273
The establishment of a 75MW Sato PV Plant (unit 4) on the farm Zuurwater No. 62 in the Nam,Northern Cape,Solar PV,0.0,Approved,2017-05-23,-29.32169,18.74273
The Proposed Construction Of The 500mw Sato Photovoltaic Plant On The Farm Zuurwater Near ,Northern Cape,Solar PV,75.0,Approved,2012-08-22,-29.32169,18.74273
The Isivunguvungu Wind Energy Facility Arcelormittal South Africa: Saldanha Works (Amsa) S,Western Cape,Wind,12.5,Approved,2012-10-10,-32.98611,18.02972
Proposed Development Of A 60 Mw Photovoltaic (Pv) Facility Within The Jurisdiction Of The ,Free State,Solar PV,60.0,Approved,2012-02-29,-28.45529,25.19673
Proposed Establishment Of The 8mw Brits Solar Facility And Associated Infrastructure Withi,Free State,Solar PV,8.0,Approved,2012-03-02,-27.78841,25.63667
"Proposed Installation Of A 1mw Concentrated Photovoltaic (Cpv) Solar Generation Facility, ",Kwazulu Natal,Solar PV,1.0,Approved,2011-10-24,-29.61772,31.13412
Proposed Ishwati Emoyeni Wind Energy Facility And Supporting Eskom Transmission And Distri,Western Cape,Wind,280.0,Approved,2015-07-02,-31.68191,23.63701
The construction of the 140MW Ishati Emoyeni wind energy facility (WEF) and its associated,Western Cape,Wind,0.0,Approved,2021-08-11,-31.68191,23.63701
Proposed Construction Of The 8mw Mokopane Photovoltaic Solar Park In Mokopane Within The M,Limpopo,Solar PV,8.0,Approved,2012-02-01,-24.16325,29.00321
"The Proposed Renewable Energy Generation Project At Tongaat Hulett, Amatikulu, Kwazulu-Nat",Kwazulu Natal,Solar PV,89.0,Approved,2011-11-30,-29.04482,31.52603
"Proposed Construction Of A 10mw Photovoltaic (Pv) Solar Farm In Pearston, Blue Crane Route",Eastern Cape,Solar PV,10.0,Approved,2011-11-10,-32.60145,25.08302
Proposed Construction Of A 19.2 Mw Wind Energy Facility And Its Associated Infrastructure ,Western Cape,Wind,19.2,Approved,2013-01-02,-32.1212,19.05998
Proposed Construction Of A 19.2 Mw Wind Energy Facility And Its Associated Infrastructure ,Western Cape,Wind,0.0,Approved,2015-10-05,-32.1212,19.05998
Proposed Construction Of A 19.2 Mw Wind Energy Facility And Its Associated Infrastructure ,Western Cape,Wind,0.0,Approved,2017-08-24,-32.1212,19.05998
"Proposed Hidden Valley wind energy facility, Northern Cape Province",Northern Cape,Wind,0.0,Approved,2014-08-12,-32.82119,20.67944
"Proposed Hidden Valley wind energy facility, Northern Cape Province",Northern Cape,Wind,150.0,Approved,2014-08-12,-32.88787,20.63528
The Proposed Construction Of The Hidden Valley Wind Energy Facility On A Site South Of Sut,Northern Cape,Wind,0.0,Approved,2016-05-03,-32.88545,20.63888
The Proposed Construction Of The Hidden Valley Wind Energy Facility On A Site South Of Sut,Northern Cape,Wind,0.0,Approved,2019-12-19,-32.88545,20.63888
The Proposed  140MW Karusa Wind Energy Facility phase 1 of the Hidden Valley project near ,Northern Cape,Wind,0.0,Approved,2020-04-16,-32.88544,20.63203
"Proposed Hidden Valley wind energy facility, Northern Cape Province",Northern Cape,Wind,150.0,In process,2014-08-12,-32.75029,20.65807
The Proposed Construction Of The Hidden Valley Wind Energy Facility On A Site South Of Sut,Northern Cape,Wind,0.0,Approved,2016-05-03,-32.75253,20.66047
The Proposed Construction Of The Hidden Valley Wind Energy Facility On A Site South Of Sut,Northern Cape,Wind,0.0,Approved,2016-10-13,-32.75145,20.65859
"Proposed Hidden Valley wind energy facility, Northern Cape Province",Northern Cape,Wind,150.0,In process,2014-08-12,-32.81123,20.74864
"The proposed 140MW great Karoo wind farm (phase 3) and its associated infrastructure , wit",Northern Cape,Wind,0.0,Approved,2021-08-23,-32.81123,20.74864
Proposed 140MW Great Karoo wind farm (phase 3) and its associated infrastructure on the fa,Northern Cape,Wind,0.0,Approved,2021-09-29,-32.79266,20.75171
The Great Karoo wef (phase 3) within the Karoo Hoogland Local Municipality in the Northern,Northern Cape,Wind,8.0,Approved,2022-07-21,-32.81123,20.74864
Proposed establishment of a 19MW photovoltaic solar farming facility on the farm Tygerfont,Western Cape,Solar PV,19.0,Approved,2015-02-23,-33.49342,18.63936
"Proposed Hluhluwe Wind Farm, The Big 5 False Bay local Municipality, Kwa-zulu Natal Provin",Kwazulu Natal,Wind,60.0,In process,2014-03-20,-27.98598,32.22338
"The Proposed Richards Bay Wind Energy Facility, Umhlathuze Local Municipality, Kwa-zulu Na",Kwazulu Natal,Wind,110.0,Approved,2016-06-06,-28.684,31.90593
"The Proposed Richards Bay Wind Energy Facility, Umhlathuze Local Municipality, Kwazulu-Nat",Kwazulu Natal,Wind,0.0,Approved,2017-02-13,-28.67821,31.92289
Proposed Establishment Of 9.5mw Photovoltaic Solar Facility On The Farm Diepkuil 531 Near ,Western Cape,Solar PV,19.5,Approved,2012-07-11,-33.35104,18.51746
Proposed Establishment Of 9.5mw Photovoltaic Solar Facility On The Farm Diepkuil 531 Near ,Western Cape,Solar PV,0.0,Approved,2015-10-12,-33.35104,18.51746
Proposed Construction Of A Renewable Energy Project Approximately 1km Outside Wolseley On ,Western Cape,Solar PV,9.0,Approved,2012-02-13,-33.39846,19.18835
Proposed Construction Of A Renewable Energy Project Approximately 1km Outside Wolseley On ,Western Cape,Solar PV,0.0,Approved,2014-11-28,-33.39846,19.18835
"The Proposed Solar Power Facility At Riebeek Kasteel, Swartland Local Municipality, Wester",Western Cape,Solar PV,8.0,Approved,2012-03-05,-33.38063,18.95638
"The Proposed Solar Power Facility At Riebeek Kasteel, Swartland Local Municipality, Wester",Western Cape,Solar PV,0.0,Approved,2014-11-28,-33.38063,18.95638
Proposed Construction Of A 8.5mw Photovoltaic (Pv) Solar Facility On A Site Near Eendekuil,Western Cape,Solar PV,8.5,Approved,2012-02-02,-32.68186,18.88519
Proposed Construction Of A 8.5mw Photovoltaic (Pv) Solar Facility On A Site Near Eendekuil,Western Cape,Solar PV,0.0,Approved,2014-11-28,-32.68186,18.88519
The Proposed Construction And Operation Of A Wave Energy Converter Adjacent To The Abagold,Western Cape,Wave,3.0,Approved,2013-05-09,-34.43539,19.22017
Proposed Construction Of A Photovoltaic Power Plant On The Farm Merino 1487 Near Bethlehem,Free State,Solar PV,0.0,Approved,2015-10-12,-28.36531,28.3617
The Development Of A 19mw Photovoltaic Solar Power Generation Plant On The Farm Biesjesfon,Northern Cape,Solar PV,19.0,Approved,2012-09-11,-31.5196,23.20257
The Development Of A 19mw Photovoltaic Solar Power Generation Plant On The Farm Biesjesfon,Northern Cape,Solar PV,0.0,Approved,2015-03-06,-31.50563,23.19686
The Development Of A 19mw Photovoltaic Solar Power Generation Plant On The Farm Biesjesfon,Northern Cape,Solar PV,0.0,Approved,2017-03-16,-31.50839,23.19598
"The 100MW Aries PV Solar energy facility near Kenhardt, Siyanda District municipality Nort",Northern Cape,Solar PV,100.0,Approved,2013-08-15,-29.47151,20.75368
"The 100MW Aries PV Solar energy facility near Kenhardt, Siyanda District municipality Nort",Northern Cape,Solar PV,0.0,Approved,2016-01-26,-29.47151,20.75368
"The 100MW Aries PV Solar energy facility near Kenhardt, Siyanda District municipality Nort",Northern Cape,Solar PV,0.0,Approved,2018-02-02,-29.47151,20.75368
Proposed 133MW PV Solar generayion plant on Portion 6 of the Farm Koonkonsies near Poffadd,Northern Cape,Solar PV,133.0,Approved,2013-07-29,-28.88286,19.5607
Proposed 133MW PV Solar generayion plant on Portion 6 of the Farm Koonkonsies near Poffadd,Northern Cape,Solar PV,0.0,Approved,2015-09-28,-28.88286,19.5607
Proposed 133MW PV Solar generayion plant on Portion 6 of the Farm Koonkonsies near Poffadd,Northern Cape,Solar PV,0.0,Approved,2016-02-25,-28.88286,19.5607
Proposed Construction Of The 13mw Photovoltaic (Pv) Solar Facility In Zone 12 Of The Coega,Eastern Cape,Solar PV,13.0,Approved,2012-02-28,-33.71051,25.65049
Proposed Construction Of The 13mw Photovoltaic (Pv) Solar Facility In Zone 12 Of The Coega,Eastern Cape,Solar PV,0.0,Approved,2015-03-06,-33.71051,25.65049
Proposed Construction Of The 13mw Photovoltaic (Pv) Solar Facility In Zone 12 Of The Coega,Eastern Cape,Solar PV,0.0,Approved,2015-02-23,-33.71051,25.65049
Proposed Construction Of The 13mw Photovoltaic (Pv) Solar Facility In Zone 12 Of The Coega,Eastern Cape,Solar PV,0.0,Approved,2017-02-08,-33.71051,25.65049
"Proposed enrgy recovery plant at Samancor Chrome, Middelburg Ferrochrome, Middelburg, Mpum",Mpumalanga,Petroleum,60.0,Approved,2019-12-19,-25.80123,29.4978
The Proposed Construction Of The 10-12 Mw Brakpoort Karoo Photovoltaic Solar Power Plant O,Northern Cape,Solar PV,12.0,Approved,2012-02-23,-31.29796,23.43527
The Proposed Construction Of The 10-12 Mw Brakpoort Karoo Photovoltaic Solar Power Plant O,Northern Cape,Solar PV,0.0,Approved,2015-03-17,-31.29796,23.43527
Blue Sky Solar (Pty) Ltd 10 to 12MW Brakpoort Karoo Photovoltaic Solar Facility near Victo,Northern Cape,Solar PV,0.0,Approved,2016-11-22,-31.29796,23.43527
Longyuan Mulilo De Aar 2 North Wind Energy Facility,Northern Cape,Wind,139.0,Approved,2013-03-01,-30.53152,24.32942
Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Northern Cape,Wind,96.0,Approved,2013-03-01,-30.59929,24.29586
"The Wind Energy Facility (North And South) Situated On The Plateau Near De Aar, Northern C",Northern Cape,Wind,0.0,Approved,2014-08-14,-30.59929,24.29586
"The Wind Energy Facility (North And South) Situated On The Plateau Near De Aar, Northern C",Northern Cape,Wind,0.0,Approved,2016-01-25,-30.60921,24.29665
"The Wind Energy Facility (North And South) Situated On The Plateau Near De Aar, Northern C",Northern Cape,Wind,0.0,Approved,2016-04-07,-30.58359,24.27506
"The Wind Energy Facility (North And South) Situated On The Plateau Near De Aar, Northern C",Northern Cape,Wind,0.0,Approved,2018-06-21,-30.58215,24.27467
Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Northern Cape,Wind,258.0,Approved,2014-08-08,-30.59929,24.29586
"The Wind Energy Facility (North And South) Situated On The Plateau Near De Aar, Northern C",Northern Cape,Wind,0.0,Approved,2017-07-26,-30.52792,24.36206
Proposed Establishment Of A 150mw Photovoltaic (Pv) Solar Power Plant On A Site Near Middl,Eastern Cape,Solar PV,150.0,Approved,2011-11-22,-31.32559,24.96729
The Proposed Construction Of A 40mw Solar Power Facility On The Farm Greater Giyani 891 Lt,Limpopo,Solar PV,40.0,Approved,2012-03-05,-23.28717,30.45177
"Proposed Skeifontein PV near Postmasburg, Northern Cape Province",Northern Cape,Solar PV,300.0,In process,2019-12-19,-28.45614,23.18802
"Proposed Extension Of The Emondlo, St James And Leksand Substation Yards, Including The Re",Kwazulu Natal,Solar PV,88.0,Approved,2013-08-27,-28.16072,30.65111
The Photovoltaic (Pv) Solar Energy Facility On The Farm Annex Du Plessis Dam (Pv4) Near De,Northern Cape,Solar PV,19.9,Approved,2012-09-28,-30.63609,24.03856
The Photovoltaic (Pv) Solar Energy Facility On The Farm Annex Du Plessis Dam (Pv4) Near De,Northern Cape,Solar PV,0.0,Approved,2019-12-19,-30.63609,24.03856
Amendment to the proposed 19.9MW PV solar energy facility (PV4) on the Farm Annex Du Plesi,Northern Cape,Solar PV,5.0,Approved,2014-10-10,-30.63609,24.03856
"Proposed photovoltaic (solar) energy plant on Vetlaagte Farm near De Aar, Northern Cape Pr",Northern Cape,Solar PV,100.0,In process,2012-09-07,-30.69162,24.052
The proposed the 100 MW PV solar energy facility on the Ren of portion 1 of farm De Aar no,Northern Cape,Solar PV,100.0,Approved,2022-09-29,-30.69162,24.052
